City,Province,Year,Make,Model,Price,Mileage,URL,Description,Rebuilt_Predicted
Montreal,QC,2012,Honda,Civic,8500,155000,facebook.com/marketplace/item/969179764200647/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"HONDA CIVIC 2012 LX, AUTOMATIC TRANSMISSION CLEAN TITEL, MECHANIC PERFECT ENGINE AND TRANSMISSION A1, BLUETOOTH, STEERING WHEEL CONTROL MULTI FUNCTION, ELECTRIC WINDOWS AND MIRROR HEATED, AC, CLEAN BODY INSIDE AND OUTSIDE NO RUST, SERIOUS BUYERS ONLY.  ",0
La Prairie,QC,2006,Honda,Civic,6000,173000,facebook.com/marketplace/item/6520703411332601/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Price nonnegotiable.Honda Civic LX 2006 automatic with only 173,000km.Electric windows.It is extremely clean for its age as you can see in the photos.No rust and no Check Engine.In very good mechanical condition.Very economic car!Comes with new and winter tires.If the ad is active the car is available.()- I speak English as well.",0
St-Jean-sur-Richelieu,QC,2010,Honda,Civic,6500,130000,facebook.com/marketplace/item/300563782352798/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Honda Civic Sport 2010. Interviews made to the dealer since the purchase.Well maintained.Excellent mechanical state.Winter tires available.,0
Montreal,QC,2010,Honda,Civic,8800,89000,facebook.com/marketplace/item/6301696103212699/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Honda civic 2010 very clean black in perfect condition nothing to change only 89,000 km",0
St-Colomban,QC,2005,Honda,Civic,1000,174000,facebook.com/marketplace/item/1964954270533365/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"$ 1000 Nego, Gasket de head finished, new winter shooting set and both bumper (black) or exchange accept engine to replace Engine has been changed",0
Montreal,QC,2009,Honda,Civic,6300,150000,facebook.com/marketplace/item/1962970300733886/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Honda civic 2009 Driven 1,50,000 Good condition and very nice car for daily use 1.8 litre engine. Automatic transmission,very economical. Good audio system Winter tires on Tinted windows Sunroof  Heater system is good   AC but need to be repaired and shockers need to be changed. Little negotiable  For more information contact me. ",0
Montreal,QC,2009,Honda,Civic,6500,153000,facebook.com/marketplace/item/280003224619533/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Very nice car rolls like nine remote starts winter tires and summer back camera,0
Montreal,QC,2009,Honda,Civic,7495,127000,facebook.com/marketplace/item/1260479044836926/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"2009 never accident Honda Civic LX Automatic Roofing Happy Bluetooth Air Air Air Trinking Electric Group Orders Beh Boyer Good Winter Tires Very recent Brakes The Automobiles Pierre St-Amour and has been associated for more than 20 years The address: 267 boulevard Cure-Labelle, Laval QC H7L2Z9 for funding We offer 1st 2nd 3rd chance and house funding without investigation.We offer the lowest interest rates offered by our banks and creanckers.It is guaranteed our vehicles are inspects and repair by the mechanical and aesthetic team on site.Call us Facebook @Automobiles Pierre St-Amour Instagram @Automobiles Pierre St-Amour Tiktok @autopierre.stamour @Autopsamour Whatsapp @450-628-7333 https://automobilespierrestamour.com Id: 1800410 Inventory published with the help of Marketplace BoostDrivegood",0
Laval,QC,2003,Honda,Civic,5500,189000,facebook.com/marketplace/item/146482595147753/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Honda Civic 2003 Automatic, in perfect condition, always well maintained, engine transmission A1, mechanically nothing to repair, very clean interior, exterior no rusts, ac, electric window mirror door, summer and almost new winter tires, rollerlike a 2023",0
Montreal,QC,2006,Honda,Civic,5000,200000,facebook.com/marketplace/item/6209663782494489/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"4 winter tyar ,back camera , screen hd , allow wheel new tyar winter and humer tyar ",0
Montreal,QC,2013,Honda,Civic,10200,176000,facebook.com/marketplace/item/807037717682216/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"HONDA CIVIC 2013 - 2 OWNERS 4 WINTER TIRES REMOTE STARTER CLEAN BODY, NO RUST, I TAKE CARE OF IT REGULARLY  AC ELECTRIC MIRRORS AND WINDOWS CRUISE CONTROL ECO SYSTEM ( FOR 60$ IT MAKES 500 KM ) ABS SYSTEM  COMES WITH 2 KEYS BEAUTIFUL SOUND SYSTEM  BLUETOOTH - USB . ______________________ 176000 KM -------------------------  HONDA CIVIC 2013 (2 PROPRIETAIRES) 4 PNEUS D'HIVER  DEMARREUR A DISTANCE CORPS PROPRE, PAS DE ROUILLE J'EN PRENDS SOIN REGULIEREMENT AC - MIROIRS ET VITRES ELECTRIQUES REGULATEUR DE VITESSE ECO SYSTEM ( POUR 60$ IL FAIT 500 KM ) SYSTEME ABS 2 cles MAGNIFIQUE SYSTEME DE SON BLUETOOTH-USB ",0
Montreal,QC,2007,Honda,Civic,6000,140000,facebook.com/marketplace/item/214828824883981/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Clean car.  Ac work    ,0
Cote-St-Luc,QC,2008,Honda,Civic,4000,195000,facebook.com/marketplace/item/1017800096243015/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Honda civic Automatic excellent condition. cruises controller. power window , AC not working properly, small crack on at the bottom the windshield. some rust under knee. Price is negotiable after see the car ",0
Montreal,QC,2004,Honda,Civic,6500,60000,facebook.com/marketplace/item/592559016365613/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Includes 4 winter tires (on rims) and bluetooth touch screen radio ,0
Montreal,QC,2020,Honda,Civic,18950,65000,facebook.com/marketplace/item/3363965300581410/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Honda Civic Ex 2020 Automatic-65,000 km Electric Group Group Gunning Mags 16 inch 2 Camera-Push Button accident rebuilt-rebuilt Title",1
Mirabel,QC,2010,Honda,Civic,7000,108000,facebook.com/marketplace/item/3767151266847986/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Honda Civic 2010 4 Silver carrier The car was super well maintained Coast mechanical #1 The body begins to have a little rust the bumper in front is abyss and the paint on the hood begins to leave a little.,0
Montreal,QC,2016,Honda,Civic,13250,164000,facebook.com/marketplace/item/824922348958886/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"my vehicle is automatic transmission, engine and transmission are smooth..rebuilt ",1
Montreal,QC,2015,Honda,Civic,18495,105000,facebook.com/marketplace/item/1417570575699370/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Prenez rendez-vous maintenant! Plusieurs vehicules disponibles.    PRENEZ RENDEZ-VOUS POUR UN ESSAI ROUTIER DES MAINTENANT!   CONTACTEZ-MOI AU telephone: (438) 822*2918    FINANCEMENT 1ERE, 2EME & 3EME CHANCE AU CREDIT    AUCUN CAS REFUSE    TOUTES NOS VOITURES SONT INSPECTEES.    CARFAX DISPONIBLE SUR PLACE.  ID:     Inventaire publie avec l'aide de Marketplace Boost de DriveGood/Inventory published with the help of Marketplace Boost from DriveGood    ",0
Longueuil,QC,2017,Honda,Civic,19500,78000,facebook.com/marketplace/item/196705406455044/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"-78,000 km -2.0 liters, 4 cylinders -Automatic transmission -adaptive Cruise Control with steering wheel controls -ECON Fashion Bouton and Eco -Assist system -VERY RELIAGE, Roll very well with optimal petrol consumption (7, 4 l/100km) -stabilitis and traction control -LCD Encu -color Lcd Ecran -Maintenance interval -Play interval trap, Android Auto -Intermittent wipers -Remote Entrance SystySytemChest -Automatic expansion -Multifunctional contribution of the central console -Electric Exterior Extractors -Retoring Extractors Heating -Audio -controls behind the wheel Enigers with capacitive tactile controls -Arriere glasses -front heating before -Arriere central armrest --Electric parking pAusses -12 -volt current prize -Foundable rear seats -2 Keys -Rust -notes -sans no accident",0
Montreal,QC,2006,Honda,Civic,4300,188000,facebook.com/marketplace/item/1629151024277380/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"** Read the description ** 2006 1.8L automatic Honda Civic  Includes 4 new winter tires and 6 summer tires, 2 keys with remote starting Interior: in mint condition Exterior: some minor scratches A/C needs work, it only blows air (Car is wet from a wash in pictures) All maintenance done regularly  Located Montreal ",0
Pointe-Claire,QC,2006,Honda,Civic,5000,160000,facebook.com/marketplace/item/6385460238238852/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Dealer maintained one owner Honda civic lx automatic sedan . Selling for my mom she Bought an electric car.   8 oem Honda wheels and tires 4 orignal mags with summer tires and 4 steel wheels with winter tires ,0
Montreal,QC,2007,Honda,Civic,5499,188000,facebook.com/marketplace/item/597214059282987/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Honda civic automatic full load low mileage no rust like new new battery new suspension noting to repair sale by owner  ,0
Longueuil,QC,2010,Honda,Civic,6990,195000,facebook.com/marketplace/item/969719164176261/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Honda Civic 2010 Sport (NIV 50893 - VID: 9824246) at ADF Auto.Visit our website for more information.Honda Civic Sport 2010, navigation /BlueOoth /with 195336 km (Carfax report available) Interior heating, air conditioning, mp3, bluetooth player.Quick and advantageous financing online or on site. Extremely clean -up vehicle having a very beautiful look to see absolutely.Quick and advantageous financing online or on site. Extremely clean -up vehicle having a very beautiful look to see absolutely.ADF Auto offers you an unparalleled online store experience.We accept Visa, Mastercard, Desjardins Agreement D, Auto financing, cash, etc.?Funding 99.9% approves ***?Bank financing - 1st, 2nd, 3rd chance and house funding available ***?No case of credit refuses !!!!!!!?Independent mechanical inspection in addition to a carproof historical relationship??Come and visit our site view our most popular models at a great price?Possibility of a prolonged warranty by 2 years?Receive the maximum for your exchange car?Silver backing up to $ 300!???Visit our store Contact us at:?Address: 1119 Boul.Taschereau, Longueuil, Quebec, J4K 2x6 NIV: 2HGFA1F6XAH033451;Exterior color: white;Interior color: other;Cylinders: 4;Doors: 4;Motor wheel: front traction;Engine: 1.8;Transmission: automatic gearbox;This vehicle is sold by ADF Auto a Longueuil inventory published with the help of Marketplace Boost from D2C Media.",0
Dollard-des Ormeaux,QC,2007,Honda,Civic,5200,179000,facebook.com/marketplace/item/673889537979663/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Rans like new old lady Car anti rust every year    ,0
Montreal,QC,2018,Honda,Civic,16800,130000,facebook.com/marketplace/item/728224969322717/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Honda civic SE 2.0 - 4 Cylinder . Accidentee reparee . ,0
Laval,QC,2017,Honda,Civic,14500,189000,facebook.com/marketplace/item/1399018110660126/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Honda Civic 2017 Automatic 4 Porte 189,000 km comes with Dete and winters no mechanical problem.Air air conditioning seat air conditioning etc",0
Mascouche,QC,2018,Honda,Civic,21995,58000,facebook.com/marketplace/item/2340650262786079/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"2018 Honda Civic EX with sunroof only 5,8125 kilo call Carlos at Autu Securi-T",0
Montreal,QC,2009,Honda,Civic,9000,105000,facebook.com/marketplace/item/222224460801157/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"This car is in very good condition. Nothing to do, very minimal rust for the age No paint issues Brand new breaks and winter tires are included! ",0
St-Colomban,QC,2012,Honda,Civic,9495,140000,facebook.com/marketplace/item/567078262102582/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Honda Civic 2012 Automatic 142000km Electric Group Air Air Climatisee Very Economic Very Clean 3 Keys Return Remote Return No Repair To Make $ 9,495 Transit included Mg Automobile",0
Montreal,QC,2013,Honda,Civic,9700,188000,facebook.com/marketplace/item/2655008111313589/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,nan,0
Longueuil,QC,2012,Honda,Civic,8000,198000,facebook.com/marketplace/item/1034833204087413/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2012 Honda civic 198000 a/c tres clean  8000$  Negotiable  ,0
Laval,QC,2009,Honda,Civic,7495,127000,facebook.com/marketplace/item/2453773458118258/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Bank financing available on site (1st-2iem Chance).Pre-approval without credit investigation in less than 20 minutes.Real house funding (10% interest) also available on site.No credit file refuses.Possibility of rebuilding the credit I am an automotive trader Company: 9360-2456 Quebec inc.Located Laval Telephone: 438*923*2796 ID: 1800410 ID: 1800410 Inventory published with the help of Marketplace Boost de Drivegood,0
Montreal,QC,2003,Honda,Civic,3500,174000,facebook.com/marketplace/item/6381350501948757/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Honda civic in very good condition 4 cylinders 1.7l 4 very economic doors ever accident 2nd owner led by a woman to remotely start 3 controllers 3 key no rust air conditioning to fill all works nothing to do,0
Montreal,QC,2012,Honda,Civic,10750,158000,facebook.com/marketplace/item/2087642391567855/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Car is clean. Remote starter  * Both season tires  Well maintained car . Nothing to doing ready to go .  ,0
Montreal,QC,2013,Honda,Civic,10500,180000,facebook.com/marketplace/item/1025088975505998/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Car in perfect condition  Interior exterior call in excellent condition. Great drive tinted windows  Mags  Only serious buyers  ,0
Longueuil,QC,2010,Honda,Civic,6990,195000,facebook.com/marketplace/item/1459149534922705/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Model Rare Engine 1.8 L Cruise CONTROL ROOM STUDY IN VERY GOOD Condition for a very reliable and Economic 2010.Come for a 2010 Honda Civic Sport NIV road test: 2hgfa1f6xah0333451 Odumetre: 195 336 Body type: Sedan Cylinder: 4 cylinder: 1.8l Trans: Automatic Type of Training: FWD,0
Montreal,QC,2014,Honda,Civic,11695,132000,facebook.com/marketplace/item/978382826828231/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"2014 HONDA CIVIC  AUTOMATIC / BAS KM / ORIGINAL FULL-EQUIP / GROUPE-ELEC / CLEAN AIR-CLIM FROID / TRES PROPRE / ECO ROULE TRES BIEN / GARANTIE 1 ANS VIEN NOUS VOIR !  GARANTIE 1 ANS AU CANADA,USA, 1 IERE ,2 IEME CHANCE AU CREDIT ,ARRIVAGE TOUS LES MERCREDI COMMANDE VOTRE VEHICULE EN LIGNE ,APPLICTION CREDIT DIRECT EN LIGNE OU WWW.AUTO-INTERNET.CA OU  OU  AUTO INTERNET .INC 12155 SHERBROOKE, EST MONTREAL, QUEBEC ,   CENTRE DE LIQUIDATION, GARANTIE DE 1 ANS DE VALEUR $1600. NOUS SOMMES LA POUR VOUS SERVIR  ",0
Montreal,QC,2016,Honda,Civic,15300,120000,facebook.com/marketplace/item/297497582786661/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"2016 Honda Civic Automatic2.0l 120,000 km very clean 4 doors Color Gray Interieur Black Sedan very Economic It rolls super well accident rebuilt rebuilt title Camera Air Air Climate Cruise Cruise Control Portes And Electric Mirrors Radio FM Carplay Android USB (Command Starting steering wheel) ABS Anti -Skating System Heating Siege Dealer Dealership",1
Montreal,QC,2009,Honda,Civic,7995,145000,facebook.com/marketplace/item/6528612430561243/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"6803 Place Pascal-Gagnon, Montreal, QC H1P 2V8 What a beautiful civic in the year 2009 !!!She tells you in all sincerity: ""I am completely ready for you ... I am not as young as the others but I am in great shape and ready to serve you for long years. You feed me with a littleEssence and it will be enough for several days ... I need your love on the road and I will cost you almost nothing to meet me ... My air conditioner will refresh you during your hot days ... and Iwill be careful to heat yourself well during the winter ... I have a good look, and with my mags and my open roof, you would be proud to get me in front of your friends ... "".1.8 l very economical and very reliable!",0
Montreal,QC,2014,Honda,Civic,14000,136000,facebook.com/marketplace/item/116391651529297/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Honda Civic 2014, 136343km, 1.8L Excellent condition, low mileage, very reliable and economic, all options: - sunroof.- Recule and browser camera.- Camera on the retro -retrisoners - heated retro -tray - heated seats.- Anti-handling system.- Heated retro -bears.- LED screen.- Speed ​​regulator.- Micro for phone.- Radio: AM, FM, CD, MP3, USB, HDMI, AUX, Bluetooth, steering wheel controls.- TELPURDS ons on the dashboard and driving._ Electric doors and windows before and rear._ Lock centralizes doors and windows._ Air conditions very strong.Numerical adjustment and auto mode.- 4 winter tires A C new._ AA1 engine, AA1 bodywork._ Interior and exterior extremely clean._ No rust point.car rolls like a new one.",0
Ile-Perrot,QC,2004,Honda,Civic,3500,152000,facebook.com/marketplace/item/826015762350332/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Honda Civic in good condition for sale!I get damaged as it is for $ 3,500 for more questions do not hesitate to text me.",0
Mirabel,QC,2013,Honda,Civic,9997,191000,facebook.com/marketplace/item/305399421968831/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2013 HONDA CIVIC AUTOMATIQUE SIEGES CHAUFFANTS TRES PROPRE POUR UEN AUTO DE 10 ANS.  SUR PNEUS D'HIVER. VENDU SANS GARANTIE. UNE AUTO QUE J'AI REPRIS EN ECHANGE VENDU COMME QUE VU ! ,0
Laval,QC,2012,Honda,Civic,8000,190000,facebook.com/marketplace/item/669085228440521/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"The car is in very good aesthetic and mechanical condition No problem is my personal car, on summer tire, economic 1.8 +(Economic mode), Cruise control, steering wheel, bluetooth no repair to do it is apearl",0
Montreal,QC,2016,Honda,Civic,13800,168000,facebook.com/marketplace/item/296297749556678/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,The vehicle does not have any non-working parts.  2.3 parts have changed.  9.12 in the morning make an appointment at 9.12 in the evening ,0
Chambly,QC,2019,Honda,Civic,23490,62000,facebook.com/marketplace/item/698983615375811/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Honda Civic LX 2019 Funding A $ 200 Tax in at two weeks never accident heated seats Apple Carplay Bluetooth Recoil only owner Tresal shades We accept exchanges,0
Laval,QC,2016,Honda,Civic,20900,98000,facebook.com/marketplace/item/6900663223322996/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Honda Civic Touring, great condition, - Extended warranty bumper to bumper  - Distance remote starter - Winter and summer tires - Not accidente  - very well kept  - One owner and not used much. Kept in Garage in winter.  ",0
Montreal,QC,2010,Honda,Civic,5999,196000,facebook.com/marketplace/item/3604115349820449/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2010 Honda Civic FWD 4D Sedan 1.8 4cyl. Gasoline Clean carfax Remote starter New battery and alternator changed Noisy Muffler  Running well After market radio Air conditioning   For more info msg me Thanks ,0
Laval,QC,2017,Honda,Civic,22995,98000,facebook.com/marketplace/item/981775916416665/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2017 HONDA CIVIC A CHAYON Automatic Sport Mags + Roof + Bluetooth Defense + Bluetooth Camera Cost + Cruise Adaptive control + BI-Zone + Heated Siege + Androide and Apple Carplay Many Category Equipment: Autos Exterior Color: Black Interior Color: Black Passengers: 5 doors: 4 kilometers: 98.404 km # de Stock: U3226 Motoricite: Traction before transmission: Automatic fuel: FAED MOTER: 1.5 L CYLINDERS: i4 Price: $ 22.995 Inspect and repair by our certified mechanics.The 100 -point inspection report as well as the repairs bill are given during the concession visit.We offer the first chance at Credit as well as the second chance and the third chance.Rapid approval rate and at the top of the average.We do business with all financial institutions.We take all the marks in Exchange as well as any year.,0
